#Parameters = {L=3.2; L_min=3.2; Nx=4; Ny=12; a=5.2335643405167; bend_r=0.15; cl1=0.5375; cl2=2.075; cl3=2.0375; cl4=0.3625; cl5=0; cl6=0; cl7=0; cl8=0; cu=0.018; d=1.8; db_l=0.4; db_neck_l=1.536; db_w=1.05; eps_r=3.55; f0=27; f_W=1; f_c=28; fmax=32; fmin=22; gap_x=0.36129502206971; gap_y=0.2; grid_g=0.0027613186815184; grid_l=0.85677230754204; grid_w=0.43313893313808; h1=0.75870462188591; h2=0.25727377777767; l_1_segment_TTD=0.21552023940053; l_2_segment_TTD=0.21552023940053; l_3_segment_TTD=0; l_4_segment_TTD=0; line_gap=0.25; m_l=0.76085228097904; m_w=0.42399513420269; mic_w=0.14368015960035; mu_r=1; pitch_x=1.2180673296117; pitch_y=0.4359002518196; rx_slot1=-1.8; rx_slot2=1.8; s_center=0.21552023940053; sigma_cu=58000000; slot_dumbbell_l=0.2; slot_dumbbell_w=0.604; slot_end_r=0.15; slot_l=2.336; slot_w=0.5; tanD=0.0027; total_stack_h=2.1219567993272; total_x=4.5109742963773; total_y=5.2280417031537; ttdA_x0=-1.8; ttdA_x1=-2.3375; ttdA_x2=-2.3375; ttdA_x3=-0.3; ttdA_x4=-0.3; ttdA_y0=0; ttdA_y1=0; ttdA_y2=-2.075; ttdA_y3=-2.075; ttdA_y4=-1.7125; ttdA_z=1.0609783996636; ttd_w=0.14368015960035; ttd_x1=-1.8; ttd_x2=-1.8; ttd_x3=0.275; ttd_x4=0.275; ttd_x5=-0.0875; ttd_xc=-1.8; ttd_y1=-1.168; ttd_y2=-0.6305; ttd_y3=-0.6305; ttd_y4=1.407; ttd_y5=1.407; ttd_yc=0; ttd_zmax=1.0699783996636; ttd_zmid=1.0609783996636; ttd_zmin=1.0519783996636; tx_Nx=12; tx_Ny=4; tx_gap_y=0.36129502206971; tx_pitch_x=0.4359002518196; tx_pitch_y=1.2180673296117; tx_slot1=-1.8; tx_slot2=1.8; x_last_max=2.4361346592235; x_start=-2.4361346592235; y_start=-2.6140208515768; z_L1=0; z_L10=2.1219567993272; z_L2=0.018; z_L3=0.77670462188591; z_L4=0.79470462188591; z_L5=1.0519783996636; z_L6=1.0699783996636; z_L7=1.3272521774413; z_L8=1.3452521774413; z_L9=2.1039567993272; z_air_bot=-3; z_air_top=5.1219567993272}
#"Frequency / GHz"	"SZmax(1),Zmin(2) (1) [Phase / deg]"
#------------------------------------------------------
27.000000000000	-54.376516874936
27.002000000000	-54.477713502746
27.004000000000	-54.579001616363
27.006000000000	-54.680381279778
27.008000000000	-54.781852556453
27.010000000000	-54.883415509321
27.012000000000	-54.985070200780
27.014000000000	-55.086816692688
27.016000000000	-55.188655046362
27.018000000000	-55.290585322569
27.020000000000	-55.392607581527
27.022000000000	-55.494721882896
27.024000000000	-55.596928285777
27.026000000000	-55.699226848705
27.028000000000	-55.801617629649
27.030000000000	-55.904100686002
27.032000000000	-56.006676074581
27.034000000000	-56.109343851622
27.036000000000	-56.212104072773
27.038000000000	-56.314956793093
27.040000000000	-56.417902067045
27.042000000000	-56.520939948496
27.044000000000	-56.624070490704
27.046000000000	-56.727293746325
27.048000000000	-56.830609767399
27.050000000000	-56.934018605349
27.052000000000	-57.037520310979
27.054000000000	-57.141114934466
27.056000000000	-57.244802525357
27.058000000000	-57.348583132564
27.060000000000	-57.452456804361
27.062000000000	-57.556423588379
27.064000000000	-57.660483531599
27.066000000000	-57.764636680350
27.068000000000	-57.868883080307
27.070000000000	-57.973222776478
27.072000000000	-58.077655813210
27.074000000000	-58.182182234178
27.076000000000	-58.286802082379
27.078000000000	-58.391515400135
27.080000000000	-58.496322229080
27.082000000000	-58.601222610161
27.084000000000	-58.706216583631
27.086000000000	-58.811304189046
27.088000000000	-58.916485465258
27.090000000000	-59.021760450413
27.092000000000	-59.127129181945
27.094000000000	-59.232591696571
27.096000000000	-59.338148030288
27.098000000000	-59.443798218366
27.100000000000	-59.549542295346
27.102000000000	-59.655380295033
27.104000000000	-59.761312250494
27.106000000000	-59.867338194050
27.108000000000	-59.973458157274
27.110000000000	-60.079672170986
27.112000000000	-60.185980265247
27.114000000000	-60.292382469355
27.116000000000	-60.398878811841
27.118000000000	-60.505469320463
27.120000000000	-60.612154022202
27.122000000000	-60.718932943260
27.124000000000	-60.825806109048
27.126000000000	-60.932773544189
27.128000000000	-61.039835272511
27.130000000000	-61.146991317038
27.132000000000	-61.254241699993
27.134000000000	-61.361586442785
27.136000000000	-61.469025566012
27.138000000000	-61.576559089450
27.140000000000	-61.684187032052
27.142000000000	-61.791909411942
27.144000000000	-61.899726246411
27.146000000000	-62.007637551909
27.148000000000	-62.115643344048
27.150000000000	-62.223743637587
27.152000000000	-62.331938446436
27.154000000000	-62.440227783646
27.156000000000	-62.548611661407
27.158000000000	-62.657090091041
27.160000000000	-62.765663082999
27.162000000000	-62.874330646856
