#Parameters = {L=3.2; L_min=3.2; Nx=4; Ny=12; a=5.2011880517973; bend_r=0.15; cl1=0.5375; cl2=2.075; cl3=2.0375; cl4=0.3625; cl5=0; cl6=0; cl7=0; cl8=0; cu=0.018; d=1.8; db_l=0.4; db_neck_l=1.536; db_w=1.05; eps_r=3.55; f0=27; f_W=1; f_c=28; fmax=32; fmin=22; gap_x=0.34025976432583; gap_y=0.2; grid_g=0.00027083493387229; grid_l=0.87497230754204; grid_w=0.43313893313808; h1=0.75870462188591; h2=0.25727377777767; l_1=1.313647173489; l_2=0.24630884502918; l_3=0.24630884502918; l_4=0; l_5=0.24630884502918; l_6=0; l_7=0.24630884502918; l_8=0.24630884502918; line_gap=0.25; m_l=0.70382246122097; m_w=0.41568172580541; mic_w=0.16420589668612; mu_r=1; pitch_x=1.2152320718679; pitch_y=0.43340976807195; rx_slot1=-1.8; rx_slot2=1.8; s_center=0.24630884502918; sigma_cu=58000000; slot_dumbbell_l=0.2; slot_dumbbell_w=0.604; slot_end_r=0.15; slot_l=2.336; slot_w=0.5; tanD=0.0027; total_stack_h=2.1219567993272; total_x=4.5206685231456; total_y=5.2006463819296; ttdA_x0=-1.8; ttdA_x1=-2.3375; ttdA_x2=-2.3375; ttdA_x3=-0.3; ttdA_x4=-0.3; ttdA_y0=0; ttdA_y1=0; ttdA_y2=-2.075; ttdA_y3=-2.075; ttdA_y4=-1.7125; ttdA_z=1.0609783996636; ttd_w=0.16420589668612; ttd_x1=-1.8; ttd_x2=-1.8; ttd_x3=0.275; ttd_x4=0.275; ttd_x5=-0.0875; ttd_xc=-1.8; ttd_y1=-1.168; ttd_y2=-0.6305; ttd_y3=-0.6305; ttd_y4=1.407; ttd_y5=1.407; ttd_yc=0; ttd_zmax=1.0699783996636; ttd_zmid=1.0609783996636; ttd_zmin=1.0519783996636; tx_Nx=12; tx_Ny=4; tx_gap_y=0.34025976432583; tx_pitch_x=0.43340976807195; tx_pitch_y=1.2152320718679; tx_slot1=-1.8; tx_slot2=1.8; x_last_max=2.4304641437357; x_start=-2.4304641437357; y_start=-2.6003231909648; z_L1=0; z_L10=2.1219567993272; z_L2=0.018; z_L3=0.77670462188591; z_L4=0.79470462188591; z_L5=1.0519783996636; z_L6=1.0699783996636; z_L7=1.3272521774413; z_L8=1.3452521774413; z_L9=2.1039567993272; z_air_bot=-3; z_air_top=5.1219567993272}
#"Frequency / GHz"	"SZmax(1),Zmin(2) (15) [Magnitude / dB]"
#----------------------------------------------------------
27.000000000000	-0.51274628045779
27.002000000000	-0.51318100249232
27.004000000000	-0.51361402642523
27.006000000000	-0.51404532924182
27.008000000000	-0.51447488816766
27.010000000000	-0.51490268066827
27.012000000000	-0.51532868444883
27.014000000000	-0.51575287745391
27.016000000000	-0.51617523786714
27.018000000000	-0.51659574411094
27.020000000000	-0.51701437484621
27.022000000000	-0.51743110897204
27.024000000000	-0.51784592562536
27.026000000000	-0.51825880418072
27.028000000000	-0.51866972424995
27.030000000000	-0.51907866568182
27.032000000000	-0.51948560856182
27.034000000000	-0.51989053321177
27.036000000000	-0.52029342018960
27.038000000000	-0.52069425028896
27.040000000000	-0.52109300453898
27.042000000000	-0.52148966420397
27.044000000000	-0.52188421078305
27.046000000000	-0.52227662600989
27.048000000000	-0.52266689185242
27.050000000000	-0.52305499051250
27.052000000000	-0.52344090442560
27.054000000000	-0.52382461626052
27.056000000000	-0.52420610891908
27.058000000000	-0.52458536553579
27.060000000000	-0.52496236947758
27.062000000000	-0.52533710434348
27.064000000000	-0.52570955396427
27.066000000000	-0.52607970240225
27.068000000000	-0.52644753395088
27.070000000000	-0.52681303313450
27.072000000000	-0.52717618470798
27.074000000000	-0.52753697365648
27.076000000000	-0.52789538519510
27.078000000000	-0.52825140476858
27.080000000000	-0.52860501805098
27.082000000000	-0.52895621094543
27.084000000000	-0.52930496958376
27.086000000000	-0.52965128032624
27.088000000000	-0.52999512976124
27.090000000000	-0.53033650470495
27.092000000000	-0.53067539220107
27.094000000000	-0.53101177952052
27.096000000000	-0.53134565416111
27.098000000000	-0.53167700384724
27.100000000000	-0.53200581652963
27.102000000000	-0.53233208038500
27.104000000000	-0.53265578381574
27.106000000000	-0.53297691544965
27.108000000000	-0.53329546413963
27.110000000000	-0.53361141896337
27.112000000000	-0.53392476922306
27.114000000000	-0.53423550444508
27.116000000000	-0.53454361437972
27.118000000000	-0.53484908900088
27.120000000000	-0.53515191850574
27.122000000000	-0.53545209331451
27.124000000000	-0.53574960407014
27.126000000000	-0.53604444163795
27.128000000000	-0.53633659710544
27.130000000000	-0.53662606178189
27.132000000000	-0.53691282719820
27.134000000000	-0.53719688510644
27.136000000000	-0.53747822747969
27.138000000000	-0.53775684651169
27.140000000000	-0.53803273461658
27.142000000000	-0.53830588442856
27.144000000000	-0.53857628880166
27.146000000000	-0.53884394080943
27.148000000000	-0.53910883374466
27.150000000000	-0.53937096111906
27.152000000000	-0.53963031666305
27.154000000000	-0.53988689432540
27.156000000000	-0.54014068827300
27.158000000000	-0.54039169289056
27.160000000000	-0.54063990278032
27.162000000000	-0.54088531276178
27.164000000000	-0.54112791787144
27.166000000000	-0.54136771336248
27.168000000000	-0.54160469470454
27.170000000000	-0.54183885758338
27.172000000000	-0.54207019790066
27.174000000000	-0.54229871177364
27.176000000000	-0.54252439553491
27.178000000000	-0.54274724573212
27.180000000000	-0.54296725912771
27.182000000000	-0.54318443269864
27.184000000000	-0.54339876363614
27.186000000000	-0.54361024934539
27.188000000000	-0.54381888744532
27.190000000000	-0.54402467576828
27.192000000000	-0.54422761235984
27.194000000000	-0.54442769547847
27.196000000000	-0.54462492359531
27.198000000000	-0.54481929539391
27.200000000000	-0.54501080976993
27.202000000000	-0.54519946583095
27.204000000000	-0.54538526289613
27.206000000000	-0.54556820049601
27.208000000000	-0.54574827837225
27.210000000000	-0.54592549647735
27.212000000000	-0.54609985497440
27.214000000000	-0.54627135423685
27.216000000000	-0.54643999484823
27.218000000000	-0.54660577760191
27.220000000000	-0.54676870350085
27.222000000000	-0.54692877375737
27.224000000000	-0.54708598979285
27.226000000000	-0.54724035323753
27.228000000000	-0.54739186593026
27.230000000000	-0.54754052991823
27.232000000000	-0.54768634745673
27.234000000000	-0.54782932100893
27.236000000000	-0.54796945324564
27.238000000000	-0.54810674704500
27.240000000000	-0.54824120549234
