#Parameters = {L=3.2; L_min=3.2; Nx=4; Ny=12; a=5.2011880517973; bend_r=0.15; cl1=0.5375; cl2=2.075; cl3=2.0375; cl4=0.3625; cl5=0; cl6=0; cl7=0; cl8=0; cu=0.018; d=1.8; db_l=0.4; db_neck_l=1.536; db_w=1.05; eps_r=3.55; f0=27; f_W=1; f_c=28; fmax=32; fmin=22; gap_x=0.34025976432583; gap_y=0.2; grid_g=0.00027083493387229; grid_l=0.87497230754204; grid_w=0.43313893313808; h1=0.75870462188591; h2=0.25727377777767; l_1=1.313647173489; l_2=0.24630884502918; l_3=0.24630884502918; l_4=1.313647173489; l_5=0.24630884502918; l_6=0.24630884502918; l_7=0.24630884502918; l_8=1.313647173489; line_gap=0.25; m_l=0.70382246122097; m_w=0.41568172580541; mic_w=0.16420589668612; mu_r=1; pitch_x=1.2152320718679; pitch_y=0.43340976807195; rx_slot1=-1.8; rx_slot2=1.8; s_center=0.24630884502918; sigma_cu=58000000; slot_dumbbell_l=0.2; slot_dumbbell_w=0.604; slot_end_r=0.15; slot_l=2.336; slot_w=0.5; tanD=0.0027; total_stack_h=2.1219567993272; total_x=4.5206685231456; total_y=5.2006463819296; ttdA_x0=-1.8; ttdA_x1=-2.3375; ttdA_x2=-2.3375; ttdA_x3=-0.3; ttdA_x4=-0.3; ttdA_y0=0; ttdA_y1=0; ttdA_y2=-2.075; ttdA_y3=-2.075; ttdA_y4=-1.7125; ttdA_z=1.0609783996636; ttd_w=0.16420589668612; ttd_x1=-1.8; ttd_x2=-1.8; ttd_x3=0.275; ttd_x4=0.275; ttd_x5=-0.0875; ttd_xc=-1.8; ttd_y1=-1.168; ttd_y2=-0.6305; ttd_y3=-0.6305; ttd_y4=1.407; ttd_y5=1.407; ttd_yc=0; ttd_zmax=1.0699783996636; ttd_zmid=1.0609783996636; ttd_zmin=1.0519783996636; tx_Nx=12; tx_Ny=4; tx_gap_y=0.34025976432583; tx_pitch_x=0.43340976807195; tx_pitch_y=1.2152320718679; tx_slot1=-1.8; tx_slot2=1.8; x_last_max=2.4304641437357; x_start=-2.4304641437357; y_start=-2.6003231909648; z_L1=0; z_L10=2.1219567993272; z_L2=0.018; z_L3=0.77670462188591; z_L4=0.79470462188591; z_L5=1.0519783996636; z_L6=1.0699783996636; z_L7=1.3272521774413; z_L8=1.3452521774413; z_L9=2.1039567993272; z_air_bot=-3; z_air_top=5.1219567993272}
#"Frequency / GHz"	"SZmax(1),Zmin(2) (1) [Magnitude / dB]"
#---------------------------------------------------------
27.000000000000	-1.5493245788761
27.002000000000	-1.5483772465325
27.004000000000	-1.5474199980946
27.006000000000	-1.5464528652218
27.008000000000	-1.5454758797326
27.010000000000	-1.5444890736045
27.012000000000	-1.5434924789737
27.014000000000	-1.5424861281350
27.016000000000	-1.5414700535413
27.018000000000	-1.5404442878037
27.020000000000	-1.5394088636910
27.022000000000	-1.5383638141297
27.024000000000	-1.5373091722034
27.026000000000	-1.5362449711532
27.028000000000	-1.5351712443768
27.030000000000	-1.5340880254287
27.032000000000	-1.5329953480197
27.034000000000	-1.5318932460170
27.036000000000	-1.5307817534438
27.038000000000	-1.5296609044789
27.040000000000	-1.5285307334567
27.042000000000	-1.5273912748670
27.044000000000	-1.5262425633546
27.046000000000	-1.5250846337191
27.048000000000	-1.5239175209149
27.050000000000	-1.5227412600506
27.052000000000	-1.5215558863892
27.054000000000	-1.5203614353475
27.056000000000	-1.5191579424961
27.058000000000	-1.5179454435589
27.060000000000	-1.5167239744133
27.062000000000	-1.5154935710896
27.064000000000	-1.5142542697710
27.066000000000	-1.5130061067931
27.068000000000	-1.5117491186439
27.070000000000	-1.5104833419636
27.072000000000	-1.5092088135441
27.074000000000	-1.5079255703290
27.076000000000	-1.5066336494134
27.078000000000	-1.5053330880432
27.080000000000	-1.5040239236156
27.082000000000	-1.5027061936782
27.084000000000	-1.5013799359292
27.086000000000	-1.5000451882167
27.088000000000	-1.4987019885391
27.090000000000	-1.4973503750441
27.092000000000	-1.4959903860292
27.094000000000	-1.4946220599407
27.096000000000	-1.4932454353740
27.098000000000	-1.4918605510733
27.100000000000	-1.4904674459309
27.102000000000	-1.4890661589875
27.104000000000	-1.4876567294315
27.106000000000	-1.4862391965991
27.108000000000	-1.4848135999736
27.110000000000	-1.4833799791856
27.112000000000	-1.4819383740124
27.114000000000	-1.4804888243779
27.116000000000	-1.4790313703521
27.118000000000	-1.4775660521511
27.120000000000	-1.4760929101367
27.122000000000	-1.4746119848161
27.124000000000	-1.4731233168415
27.126000000000	-1.4716269470100
27.128000000000	-1.4701229162632
27.130000000000	-1.4686112656870
27.132000000000	-1.4670920365112
27.134000000000	-1.4655652701091
27.136000000000	-1.4640310079975
27.138000000000	-1.4624892918361
27.140000000000	-1.4609401634273
27.142000000000	-1.4593836647159
27.144000000000	-1.4578198377887
27.146000000000	-1.4562487248742
27.148000000000	-1.4546703683424
27.150000000000	-1.4530848107043
27.152000000000	-1.4514920946116
27.154000000000	-1.4498922628564
27.156000000000	-1.4482853583709
