#Parameters = {L=3.2; L_min=3.2; Nx=4; Ny=12; a=5.2011880517973; bend_r=0.15; cl1=0.5375; cl2=2.075; cl3=2.0375; cl4=0.3625; cl5=0; cl6=0; cl7=0; cl8=0; cu=0.018; d=1.8; db_l=0.4; db_neck_l=1.536; db_w=1.05; eps_r=3.55; f0=27; f_W=1; f_c=28; fmax=32; fmin=22; gap_x=0.34025976432583; gap_y=0.2; grid_g=0.00027083493387229; grid_l=0.87497230754204; grid_w=0.43313893313808; h1=0.75870462188591; h2=0.25727377777767; l_1=0.4105147417153; l_2=0.24630884502918; l_3=0; l_4=0; l_5=0.24630884502918; l_6=0.4105147417153; l_7=0; l_8=0; line_gap=0.25; m_l=0.70382246122097; m_w=0.41568172580541; mic_w=0.16420589668612; mu_r=1; pitch_x=1.2152320718679; pitch_y=0.43340976807195; rx_slot1=-1.8; rx_slot2=1.8; s_center=0.24630884502918; sigma_cu=58000000; slot_dumbbell_l=0.2; slot_dumbbell_w=0.604; slot_end_r=0.15; slot_l=2.336; slot_w=0.5; tanD=0.0027; total_stack_h=2.1219567993272; total_x=4.5206685231456; total_y=5.2006463819296; ttdA_x0=-1.8; ttdA_x1=-2.3375; ttdA_x2=-2.3375; ttdA_x3=-0.3; ttdA_x4=-0.3; ttdA_y0=0; ttdA_y1=0; ttdA_y2=-2.075; ttdA_y3=-2.075; ttdA_y4=-1.7125; ttdA_z=1.0609783996636; ttd_w=0.16420589668612; ttd_x1=-1.8; ttd_x2=-1.8; ttd_x3=0.275; ttd_x4=0.275; ttd_x5=-0.0875; ttd_xc=-1.8; ttd_y1=-1.168; ttd_y2=-0.6305; ttd_y3=-0.6305; ttd_y4=1.407; ttd_y5=1.407; ttd_yc=0; ttd_zmax=1.0699783996636; ttd_zmid=1.0609783996636; ttd_zmin=1.0519783996636; tx_Nx=12; tx_Ny=4; tx_gap_y=0.34025976432583; tx_pitch_x=0.43340976807195; tx_pitch_y=1.2152320718679; tx_slot1=-1.8; tx_slot2=1.8; x_last_max=2.4304641437357; x_start=-2.4304641437357; y_start=-2.6003231909648; z_L1=0; z_L10=2.1219567993272; z_L2=0.018; z_L3=0.77670462188591; z_L4=0.79470462188591; z_L5=1.0519783996636; z_L6=1.0699783996636; z_L7=1.3272521774413; z_L8=1.3452521774413; z_L9=2.1039567993272; z_air_bot=-3; z_air_top=5.1219567993272}
#"Frequency / GHz"	"SZmax(1),Zmin(2) (51) [Phase / deg]"
#-------------------------------------------------------
27.000000000000	-79.812135252710
27.002000000000	-79.926613472067
27.004000000000	-80.041166120738
27.006000000000	-80.155793020782
27.008000000000	-80.270493993463
27.010000000000	-80.385268859254
27.012000000000	-80.500117437840
27.014000000000	-80.615039548116
27.016000000000	-80.730035008195
27.018000000000	-80.845103635409
27.020000000000	-80.960245246310
27.022000000000	-81.075459656674
27.024000000000	-81.190746681502
27.026000000000	-81.306106135028
27.028000000000	-81.421537830714
27.030000000000	-81.537041581258
27.032000000000	-81.652617198597
27.034000000000	-81.768264493908
27.036000000000	-81.883983277609
27.038000000000	-81.999773359369
27.040000000000	-82.115634548102
27.042000000000	-82.231566651977
27.044000000000	-82.347569478417
27.046000000000	-82.463642834107
27.048000000000	-82.579786524989
27.050000000000	-82.696000356272
27.052000000000	-82.812284132436
27.054000000000	-82.928637657227
27.056000000000	-83.045060733671
27.058000000000	-83.161553164067
27.060000000000	-83.278114750000
27.062000000000	-83.394745292338
27.064000000000	-83.511444591236
27.066000000000	-83.628212446141
27.068000000000	-83.745048655797
27.070000000000	-83.861953018245
27.072000000000	-83.978925330829
27.074000000000	-84.095965390198
27.076000000000	-84.213072992311
27.078000000000	-84.330247932441
27.080000000000	-84.447490005177
27.082000000000	-84.564799004429
27.084000000000	-84.682174723430
27.086000000000	-84.799616954743
27.088000000000	-84.917125490262
27.090000000000	-85.034700121218
27.092000000000	-85.152340638181
27.094000000000	-85.270046831065
27.096000000000	-85.387818489130
27.098000000000	-85.505655400991
27.100000000000	-85.623557354618
27.102000000000	-85.741524137338
27.104000000000	-85.859555535845
27.106000000000	-85.977651336201
27.108000000000	-86.095811323839
27.110000000000	-86.214035283569
27.112000000000	-86.332322999582
27.114000000000	-86.450674255454
27.116000000000	-86.569088834151
27.118000000000	-86.687566518032
27.120000000000	-86.806107088854
27.122000000000	-86.924710327777
27.124000000000	-87.043376015367
27.126000000000	-87.162103931604
27.128000000000	-87.280893855879
27.130000000000	-87.399745567009
27.132000000000	-87.518658843233
27.134000000000	-87.637633462220
27.136000000000	-87.756669201073
27.138000000000	-87.875765836334
27.140000000000	-87.994923143990
27.142000000000	-88.114140899474
27.144000000000	-88.233418877675
27.146000000000	-88.352756852936
27.148000000000	-88.472154599065
27.150000000000	-88.591611889339
27.152000000000	-88.711128496504
27.154000000000	-88.830704192785
27.156000000000	-88.950338749889
27.158000000000	-89.070031939010
27.160000000000	-89.189783530835
27.162000000000	-89.309593295546
27.164000000000	-89.429461002830
27.166000000000	-89.549386421878
27.168000000000	-89.669369321396
27.170000000000	-89.789409469607
27.172000000000	-89.909506634255
27.174000000000	-90.029660582613
27.176000000000	-90.149871081488
27.178000000000	-90.270137897222
27.180000000000	-90.390460795704
27.182000000000	-90.510839542370
27.184000000000	-90.631273902210
27.186000000000	-90.751763639773
27.188000000000	-90.872308519175
27.190000000000	-90.992908304100
27.192000000000	-91.113562757808
27.194000000000	-91.234271643140
27.196000000000	-91.355034722523
27.198000000000	-91.475851757978
27.200000000000	-91.596722511121
27.202000000000	-91.717646743171
27.204000000000	-91.838624214958
27.206000000000	-91.959654686923
27.208000000000	-92.080737919130
27.210000000000	-92.201873671265
27.212000000000	-92.323061702647
27.214000000000	-92.444301772231
27.216000000000	-92.565593638615
27.218000000000	-92.686937060044
27.220000000000	-92.808331794416
27.222000000000	-92.929777599293
27.224000000000	-93.051274231896
27.226000000000	-93.172821449121
27.228000000000	-93.294419007540
27.230000000000	-93.416066663409
27.232000000000	-93.537764172670
27.234000000000	-93.659511290961
27.236000000000	-93.781307773621
27.238000000000	-93.903153375694
27.240000000000	-94.025047851936
27.242000000000	-94.146990956822
27.244000000000	-94.268982444552
27.246000000000	-94.391022069054
27.248000000000	-94.513109583993
27.250000000000	-94.635244742777
27.252000000000	-94.757427298560
