#Parameters = {L=3.2; L_min=3.2; Nx=4; Ny=12; a=5.2011880517973; bend_r=0.15; cl1=0.5375; cl2=2.075; cl3=2.0375; cl4=0.3625; cl5=0; cl6=0; cl7=0; cl8=0; cu=0.018; d=1.8; db_l=0.4; db_neck_l=1.536; db_w=1.05; eps_r=3.55; f0=27; f_W=1; f_c=28; fmax=32; fmin=22; gap_x=0.34025976432583; gap_y=0.2; grid_g=0.00027083493387229; grid_l=0.87497230754204; grid_w=0.43313893313808; h1=0.75870462188591; h2=0.25727377777767; l_1=1.313647173489; l_2=0.24630884502918; l_3=0.24630884502918; l_4=0.49261769005836; l_5=0.24630884502918; l_6=1.313647173489; l_7=0.24630884502918; l_8=0.24630884502918; line_gap=0.25; m_l=0.70382246122097; m_w=0.41568172580541; mic_w=0.16420589668612; mu_r=1; pitch_x=1.2152320718679; pitch_y=0.43340976807195; rx_slot1=-1.8; rx_slot2=1.8; s_center=0.24630884502918; sigma_cu=58000000; slot_dumbbell_l=0.2; slot_dumbbell_w=0.604; slot_end_r=0.15; slot_l=2.336; slot_w=0.5; tanD=0.0027; total_stack_h=2.1219567993272; total_x=4.5206685231456; total_y=5.2006463819296; ttdA_x0=-1.8; ttdA_x1=-2.3375; ttdA_x2=-2.3375; ttdA_x3=-0.3; ttdA_x4=-0.3; ttdA_y0=0; ttdA_y1=0; ttdA_y2=-2.075; ttdA_y3=-2.075; ttdA_y4=-1.7125; ttdA_z=1.0609783996636; ttd_w=0.16420589668612; ttd_x1=-1.8; ttd_x2=-1.8; ttd_x3=0.275; ttd_x4=0.275; ttd_x5=-0.0875; ttd_xc=-1.8; ttd_y1=-1.168; ttd_y2=-0.6305; ttd_y3=-0.6305; ttd_y4=1.407; ttd_y5=1.407; ttd_yc=0; ttd_zmax=1.0699783996636; ttd_zmid=1.0609783996636; ttd_zmin=1.0519783996636; tx_Nx=12; tx_Ny=4; tx_gap_y=0.34025976432583; tx_pitch_x=0.43340976807195; tx_pitch_y=1.2152320718679; tx_slot1=-1.8; tx_slot2=1.8; x_last_max=2.4304641437357; x_start=-2.4304641437357; y_start=-2.6003231909648; z_L1=0; z_L10=2.1219567993272; z_L2=0.018; z_L3=0.77670462188591; z_L4=0.79470462188591; z_L5=1.0519783996636; z_L6=1.0699783996636; z_L7=1.3272521774413; z_L8=1.3452521774413; z_L9=2.1039567993272; z_air_bot=-3; z_air_top=5.1219567993272}
#"Frequency / GHz"	"SZmax(1),Zmin(2) (375) [Magnitude / dB]"
#-----------------------------------------------------------
27.000000000000	-0.89266450650910
27.002000000000	-0.88894398845893
27.004000000000	-0.88524165460440
27.006000000000	-0.88155749299310
27.008000000000	-0.87789149124461
27.010000000000	-0.87424363655141
27.012000000000	-0.87061391567974
27.014000000000	-0.86700231497056
27.016000000000	-0.86340882034045
27.018000000000	-0.85983341728265
27.020000000000	-0.85627609086799
27.022000000000	-0.85273682574595
27.024000000000	-0.84921560614567
27.026000000000	-0.84571241587708
27.028000000000	-0.84222723833190
27.030000000000	-0.83876005648483
27.032000000000	-0.83531085289467
27.034000000000	-0.83187960970544
27.036000000000	-0.82846630864761
27.038000000000	-0.82507093103930
27.040000000000	-0.82169345778747
27.042000000000	-0.81833386938922
27.044000000000	-0.81499214593306
27.046000000000	-0.81166826710016
27.048000000000	-0.80836221216573
27.050000000000	-0.80507396000030
27.052000000000	-0.80180348907116
27.054000000000	-0.79855077744366
27.056000000000	-0.79531580278268
27.058000000000	-0.79209854235404
27.060000000000	-0.78889897302593
27.062000000000	-0.78571707127041
27.064000000000	-0.78255281316490
27.066000000000	-0.77940617439367
27.068000000000	-0.77627713024939
27.070000000000	-0.77316565563468
27.072000000000	-0.77007172506372
27.074000000000	-0.76699531266378
27.076000000000	-0.76393639217689
27.078000000000	-0.76089493696146
27.080000000000	-0.75787091999391
27.082000000000	-0.75486431387042
27.084000000000	-0.75187509080855
27.086000000000	-0.74890322264896
27.088000000000	-0.74594868085719
27.090000000000	-0.74301143652540
27.092000000000	-0.74009146037412
27.094000000000	-0.73718872275403
27.096000000000	-0.73430319364783
27.098000000000	-0.73143484267201
27.100000000000	-0.72858363907870
27.102000000000	-0.72574955175759
27.104000000000	-0.72293254923773
27.106000000000	-0.72013259968947
27.108000000000	-0.71734967092643
27.110000000000	-0.71458373040731
27.112000000000	-0.71183474523794
27.114000000000	-0.70910268217323
27.116000000000	-0.70638750761914
27.118000000000	-0.70368918763466
27.120000000000	-0.70100768793386
27.122000000000	-0.69834297388793
27.124000000000	-0.69569501052719
27.126000000000	-0.69306376254319
27.128000000000	-0.69044919429077
27.130000000000	-0.68785126979016
27.132000000000	-0.68526995272909
27.134000000000	-0.68270520646492
27.136000000000	-0.68015699402679
27.138000000000	-0.67762527811771
27.140000000000	-0.67511002111686
27.142000000000	-0.67261118508161
27.144000000000	-0.67012873174983
27.146000000000	-0.66766262254209
27.148000000000	-0.66521281856383
27.150000000000	-0.66277928060761
27.152000000000	-0.66036196915542
27.154000000000	-0.65796084438087
27.156000000000	-0.65557586615149
27.158000000000	-0.65320699403102
27.160000000000	-0.65085418728173
27.162000000000	-0.64851740486667
27.164000000000	-0.64619660545206
27.166000000000	-0.64389174740959
27.168000000000	-0.64160278881875
27.170000000000	-0.63932968746924
27.172000000000	-0.63707240086328
27.174000000000	-0.63483088621802
27.176000000000	-0.63260510046791
27.178000000000	-0.63039500026712
27.180000000000	-0.62820054199194
27.182000000000	-0.62602168174319
27.184000000000	-0.62385837534863
27.186000000000	-0.62171057836547
27.188000000000	-0.61957824608272
27.190000000000	-0.61746133352371
27.192000000000	-0.61535979544853
27.194000000000	-0.61327358635652
27.196000000000	-0.61120266048871
27.198000000000	-0.60914697183037
27.200000000000	-0.60710647411345
27.202000000000	-0.60508112081911
27.204000000000	-0.60307086518023
27.206000000000	-0.60107566018392
27.208000000000	-0.59909545857406
27.210000000000	-0.59713021285383
27.212000000000	-0.59517987528823
27.214000000000	-0.59324439790663
27.216000000000	-0.59132373250534
27.218000000000	-0.58941783065017
27.220000000000	-0.58752664367896
27.222000000000	-0.58565012270417
27.224000000000	-0.58378821861545
27.226000000000	-0.58194088208223
27.228000000000	-0.58010806355628
27.230000000000	-0.57828971327433
27.232000000000	-0.57648578126062
27.234000000000	-0.57469621732954
27.236000000000	-0.57292097108820
27.238000000000	-0.57115999193905
27.240000000000	-0.56941322908250
27.242000000000	-0.56768063151950
27.244000000000	-0.56596214805417
27.246000000000	-0.56425772729643
27.248000000000	-0.56256731766461
27.250000000000	-0.56089086738808
27.252000000000	-0.55922832450986
27.254000000000	-0.55757963688926
27.256000000000	-0.55594475220453
27.258000000000	-0.55432361795543
27.260000000000	-0.55271618146596
27.262000000000	-0.55112238988689
27.264000000000	-0.54954219019848
27.266000000000	-0.54797552921307
27.268000000000	-0.54642235357775
27.270000000000	-0.54488260977697
27.272000000000	-0.54335624413517
27.274000000000	-0.54184320281950
27.276000000000	-0.54034343184236
27.278000000000	-0.53885687706408
27.280000000000	-0.53738348419560
27.282000000000	-0.53592319880103
27.284000000000	-0.53447596630036
27.286000000000	-0.53304173197207
27.288000000000	-0.53162044095574
27.290000000000	-0.53021203825476
27.292000000000	-0.52881646873887
27.294000000000	-0.52743367714689
27.296000000000	-0.52606360808926
27.298000000000	-0.52470620605074
27.300000000000	-0.52336141539302
27.302000000000	-0.52202918035732
27.304000000000	-0.52070944506704
27.306000000000	-0.51940215353037
27.308000000000	-0.51810724964294
27.310000000000	-0.51682467719037
27.312000000000	-0.51555437985094
27.314000000000	-0.51429630119820
27.316000000000	-0.51305038470354
27.318000000000	-0.51181657373880
27.320000000000	-0.51059481157892
27.322000000000	-0.50938504140447
27.324000000000	-0.50818720630429
27.326000000000	-0.50700124927804
27.328000000000	-0.50582711323883
27.330000000000	-0.50466474101575
27.332000000000	-0.50351407535650
27.334000000000	-0.50237505892989
27.336000000000	-0.50124763432849
27.338000000000	-0.50013174407114
27.340000000000	-0.49902733060549
27.342000000000	-0.49793433631060
27.344000000000	-0.49685270349948
27.346000000000	-0.49578237442158
27.348000000000	-0.49472329126539
27.350000000000	-0.49367539616093
27.352000000000	-0.49263863118228
27.354000000000	-0.49161293835013
27.356000000000	-0.49059825963423
27.358000000000	-0.48959453695596
27.360000000000	-0.48860171219079
27.362000000000	-0.48761972717080
27.364000000000	-0.48664852368714
27.366000000000	-0.48568804349254
27.368000000000	-0.48473822830376
27.370000000000	-0.48379901980406
27.372000000000	-0.48287035964569
27.374000000000	-0.48195218945231
